title,price,sqm,rooms,postcode
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1149,64,3,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,798.99,46,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,1498.99,78,3,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,798.99,46,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,848.99,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1198.99,66,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949,46,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,748.99,36,1,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,748.99,35,1,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1248.99,65,3,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1098.99,50,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1848.99,100,4,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1049.01,52,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1025,51,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,848.99,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,848.99,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,875,45,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,974.98,51,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,974.99,48,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,974.99,48,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,874.99,43,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,749,44,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,799,48,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,925,44,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,925.01,46,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,999.01,53,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,999,52,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,999,51,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1449,78,3,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,849.01,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,848.99,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,898.99,48,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,875.01,45,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949,51,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949.01,48,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949.01,48,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,924.99,54,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,849,43,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,824.99,46,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949.01,48,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,925,44,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,749.01,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,958.01,46,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,824.99,46,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,999.01,53,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,999,52,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,999,51,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1499.01,78,3,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,849.01,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,848.99,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,875.01,45,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949,50,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,924.99,50,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949,48,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,975,53,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949,52,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,849,43,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,899.01,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,899,45,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949.01,53,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949,51,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,799,46,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1399,78,3,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,825.01,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,825,42,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,799,46,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,849.01,44,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,899.01,50,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,899,47,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949,58,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,899,47,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,925,53,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1199,68,3,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,899,45,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,899.01,44,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,948.99,51,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,899,45,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,948.99,53,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,949,52,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,1349,77,3,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,875.01,48,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,875,47,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,875,47,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,925.01,52,2,1200
brigittenow ! provisionsfrei wohnen im herzen von brigittenau! moderne erstbezugswohnungen ab sofort !,799.01,42,2,1200
"erstbezug, provisionsfreie 2 zimmer wohnung mit 34m² terrasse und loggia",1150,55,2,1140
charmantes altbaujuwel in wiener bestlage,1450,145,4,1090
/ 2 zimmer / loggia / u-bahn nähe / verfügbar ab 1.03.2023,899.59,65,2,1100
vollmöblierte wohnung mit loggia !!! mariahilferstraße !!! u3 (zieglergasse).,1399,67,2,1060
geräumige wohnung in wien - neubau,634.02,38,2,1070
"schöne wohnung in der marien villa mit garten und balkon, provisionsfrei",1190.24,90,3,1230
moderne 2-zimmer-wohnung mit 25 m terrasse zwischen donaukanal und rochusmarkt,995.01,56,2,1030
"neuwertige, sehr helle 43m wohnung! top- infrastruktur!",630,43,1,1100
**aktion!** 2 monate mietzinsfrei - tolle erstbezug mit sonnigem balkon viele extras zum wohlfühlen inklusive küche,786.73,47,2,1210
traumhafte wohnung mit großzügiger freifläche,749,46,2,1210
moderne 2-zimmerwohnung mit balkon bei u6 jägerstraße,894.9499999999999,45,2,1200
3er wg - super schöne helle 3 zimmer wohnung,833.54,78,3,1100
garconniere mit lift nähe jägerstrasse // kfz-abstellplatz verfügbar,524.71,30,1,1200
zentrum floridsdorf spitz,560,41,1,1210
internationales flair. 2-zimmerwohnung im dc living neben der uno-city in 1220 wien,1190.01,52,2,1220
gemütliche ruhelage nahe halbgasse/kaiserstrasse,1069.42,64,2,1070
1 monat mietfrei! geräumige 2-zimmer wohnung in der nussdorfer strasse,999.61,61,2,1090
generalsanierte wohnung in gepflegtem haus,1050.03,72,3,1190
möblierte wohnung - all in miete,1175,34,2,1220
modern möblierte wohnung - all in miete,1175,43,2,1220
erster monat mietzinsfrei - perfekte anbindung in die innenstadt - provisionsfrei für den mieter,917,62,2,1110
erster monat mietzinsfrei - wohngarten - erstbezug - provisionsfrei für den mieter,797.56,48,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,1362,75,2,1110
++ provisionsfrei für den mieter ++ erstbezugswohnungen im herzen von floridsdorf,820,53,2,1210
erstbezug am hirschstettner badeteich - ideal für pärchen,749,47,2,1220
"2 zi.-all-inclusive apartment, klima, nähe un, vic",1275,43,2,1220
"3 zi-all inclusive-apartment, klima, nähe un, vic",1975,82,3,1220
jetzt zuschlagen! 2 zimmer wohntraum im 4. liftstock!,635.87,42,2,1160
wohnen nahe dem wu campus und wiener prater!,1199.6599999999999,63,2,1020
das forsthaus 11 - erstbezug nahe der schönen donau - winteraktion: 1. monat mietzinsfrei,785,42,2,1200
das forsthaus 11 - erstbezug nahe der donau - winteraktion: 1. monat mietzinsfrei,779.89,43,2,1200
2-zimmer neubau mit balkon nahe donauinsel - beste infrastruktur,818.93,48,2,1210
top lage: traumhafte 2-zimmer-wohnung mit bester anbindung und balkon!,1150.35,84,2,1020
sehr helle hofseitige 2-zimmer-wohnung = nahe bahnhof liesing = breitenfurter straße,748.26,59,2,1230
hochwertige 2 zimmer wohnung mit terrasse! sehr guter öffentliche anbindung im 1230 wien u6 perfektastraße!!!,727.16,35,2,1230
erster monat mietzinsfrei - einziehen und aufleben im wohngarten - provisionsfrei für den mieter,845,50,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: idealer pärchentraum,822,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter aufleben im wohngarten,798,48,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,798,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter auffleben im wohngarten,905,55,2,1110
erster monat mietzinsfrei - idealer pärchentraum - provisionsfrei für den mieter,817,48,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,798.1700000000001,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: ideale 2 zimmerwohnung mit balkon - erstbezug,807,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter einziehen und aufleben im wohngarten,904,56,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,899,55,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter auffleben im wohngarten,799.53,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter - idealer pärchentraum - auffleben im wohngarten,898,56,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter auffleben im wohngarten,898,55,2,1110
sonniger pärchenhit mit südseitigem balkon!,833.07,51,2,1210
helle 2 zimmerwohnung mit terrasse,1199.48,63,2,1040
traumhafte dachgeschosswohnung mit terrasse,1490.52,93,2,1040
terrassenmiete mit grünblick,2527.58,133,4,1120
marina tower,2051.52,74,3,1020
top neubauprojekt mit ausgezeichneter anbindung!,1350,78,3,1160
super lage - toller preis,755.75,50,2,1130
alte donau - traumhafter erstbezug,760.92,55,2,1210
u4 braunschweiggasse - helle 1 zmmer wohnung im 13. bezirk,538.13,31,1,1130
freude am wohnen: top wohnung in ruhiger lage mit großer terrasse,1058,49,2,1120
provisionsfreier erstbezug | 2 zimmer | abstellraum | wc getrennt | balkon | donauinsel | u-bahn,848.99,48,2,1210
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,875.01,45,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,949,50,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,925.01,50,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,949,48,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,975,53,2,1200
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,849,44,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,875,45,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,949.01,53,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,925.05,51,2,1210
3-zimmer-dachterrassenwohnung! langobardenstraße 11 top 15,999.16,66,3,1220
helle dachgeschoss-wohnung - nähe ottakring/u3,1427.04,101,4,1160
helle dachgeschoss-wohnung - nähe ottakring/u3,1130.1,79,2,1160
reindorfgasse - helle großgarconniere mit separater küche,550,45,1,1150
2 zimmer wohnungshit mit balkon!,859.99,47,2,1140
"projekt leliwa - erstbezug! etagenwohnung mit 230,21 m2 garten in untermauerbach in absoluter grünruhelage!",1798.5,121,4,1140
provisionsfreier erstbezug an der alten donau: 2 zimmer | hochwertige einbauküche | balkon | u6,798.99,44,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,1049.01,61,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,999,56,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,875.01,48,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,875.01,48,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,875.01,48,2,1210
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen!,769.73,45,2,1220
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen!,769.74,46,2,1220
ruhelage garantiert nähe u1 kagraner platz! erstbezug im neubau energieeffizient wohnen! provisionsfrei + 2 monate mietfrei jetzt anfragen!,769.74,46,2,1220
energie sparen und im neubau wohnen! provisionsfrei + 2 monate mietfrei nur im hrachowina nähe u1 kagraner platz,819.66,48,2,1220
energie sparen und im neubau wohnen! provisionsfrei + 2 monate mietfrei nur im hrachowina nähe u1 kagraner platz,829.6700000000001,45,2,1220
energie sparen und im neubau wohnen! provisionsfrei + 2 monate mietfrei nur im hrachowina nähe u1 kagraner platz,829.53,45,2,1220
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei - jetzt anfragen,789.6700000000001,45,2,1220
charmante single-wohnung in neuwaldegg mit guter infrastruktur!,652.8599999999999,44,1,1170
wunderschöne wohnung im bezirk penzing,877.39,54,2,1140
schöne 3-zimmer-dachgeschosswohnung erstbezug nach sanierung im adlerhof,1379.41,77,3,1070
"ab sofort: praktisch aufgeteilte, klimatisierte dg-wohnung (2 zi.) mit terrasse nähe nussdorf",1190,61,2,1190
pärchenhit in donaunähe,720,43,2,1200
rosenhügel - wildgarten - oberste etage - aussicht,1800,92,3,1120
kleinwohnung mit balkon nähe hamerlingpark,789.89,31,1,1080
perfekter grundriss! 2-zimmer neubau im herzen des 9. bezirkes,850,48,2,1090
stadtlicht 18 - provisionsfreie und sofort bezugsfertige neubauwohnungen in zentraler lage,974.1,50,2,1180
2 zimmerwohnung nähe krankenhaus nord,790.07,42,2,1210
sonnige 3 zimmerwohnung nähe floridsdorf/spitz - wg geeignet!,1053.54,67,3,1210
dachterrassenmaisonette mit fernsicht,2195,124,3,1040
luxus dg-wohnung glanzing!,2981.34,118,3,1190
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,1079,56,2,1200
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,979,50,2,1200
stadtlicht 18 - provisionsfreie und sofort bezugsfertige neubauwohnungen in zentraler lage,1029.3799999999999,50,2,1180
stadtlicht 18 - provisionsfreie und sofort bezugsfertige neubauwohnungen in zentraler lage,1056.5,51,2,1180
"gartenseitige, ruhige 2-zimmerwohnung!",699.9599999999999,53,2,1170
neuwertige 2-zimmer-wohnung mit loggia - zur miete in 1150 wien,979.99,65,2,1150
"wallensteinstraße - 5 zimmer altbau nähe u4/u6, unbefristet",1090,95,5,1200
balkontraum | gepflegte 2 zimmer in toplage | thimiggasse,749,50,2,1180
2-zimmerwohnung!,681.81,51,2,1140
3 zimmer neubauwohnung - wg-tauglich,990,71,3,1030
botschaftsviertel - unbefristet und ablösefrei! 3 zimmer-dachgeschoss-maisonette-wohnung!,1800,109,3,1030
"9,perfekt angebundene, sonnige 2-zimmer-wohnung unmöbliert mit französischen balkon!(tiefgarage vorhanden)",840,54,NA,1090
entzückende 2 zimmer wohnung mit terrasse und kleinem garten - absolute top ruhelage!,799.1700000000001,52,2,1220
komplett möblierte 2-zimmer wohnung mit balkon in einer luxuriösen wohnanlage,1390,43,2,1030
provisionsfreie 2-zimmer-wohnung mit gemeinschaftsterrasse nahe donaukanal und augarten,749.38,50,2,1200
wunderschöne terrassenwohnung mit garage in sehr guter grünruhelage in hietzing,1990,110,3,1130
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,799,44,2,1200
vienna city apartment | all inclusive | fully furnished,1380,45,2,1040
rstbezug | hochwertige 2 zimmer neubauwohnung | balkon | tiefgarage | 1140 wien nähe satzberg |,803.25,51,2,1140
"63,15 m2 terrassenwohnung mit 16 m2 terrasse, nähe u6 gumpendorfer straße / u6, u3 westbahnhof",862.11,63,2,1150
innenstadtwohnung - wollzeile,2851.84,155,4,1010
"hobbyraum, werkstatt | saubere und helle 51m2 in mod. neubau | wc-anlage, wasser- und stromanschlüsse vorhanden (li2-61ughr)",579,51,NA,1160
2-zimmer-mietwohnung,990,55,2,1060
das forsthaus 11 - erstbezug nahe der donau - winteraktion: 1. monat mietzinsfrei,779.89,43,2,1200
das forsthaus 11 - erstbezug nahe der schönen donau - winteraktion: 1. monat mietzinsfrei,785,42,2,1200
das forsthaus 11 - erstbezug nahe der donau - winteraktion: 1. monat mietzinsfrei,799.74,43,2,1200
das forsthaus 11 - erstbezug nahe der donau - winteraktion: 1. monat mietzinsfrei,799.8,44,2,1200
***sonnige 39 m2-terrasse in hoflage***,949.13,77,3,1100
2-zimmer wohnung in begehrter lage!,798.15,55,2,1180
u3 zippererstrasse erstbezug,839.99,53,2,1110
kagran loggia großzügig,893.2,58,NA,1220
am heuberg - schöne 2-zimmer-wohnung mit loggia und indoorpool,802,53,2,1170
helle 2-zimmer wohnung nähe u4 pilgramgasse!,799,46,2,1060
moderne top 2-zimmer wohnung mit loggia + garage,1443.29,56,2,1190
exquisite traumwohnung im herzen wiens,1602.59,55,NA,1010
best living oberlaa! erstbezug - 2-zimmer-wohnung mit garten!,799,49,2,1100
"feine 2-zimmerwohnung mit balkon nähe wilhelminenberg! keine fernwärme, kein gas!",999.3599999999999,49,2,1160
steinbrechergasse: helle balkonwohnung im 2. liftstock - gehdistanz zur alten donau,1107.96,86,3,1220
goldegg gardens: exklusiver 99m neubau + 19m terrasse mit einbauküche - 1040 wien,2480,99,4,1040
toplage | helle 1 zimmer wohnung | hochwertige ausstattung | lift,690,46,1,1120
2-zimmer maisonette-wohnung!,790,57,2,1140
3 zimmerwohnung im herzen von floridsdorf! u6 und schnellbahn!,770,48,3,1210
erstbezug: unbefristet und provisionsfrei für den mieter!,870,47,2,1020
***feine familienwohnung - idealer grundriss***,2450,172,5,1040
projekt leo 131 hier können sie günstig und hochwertig wohnen! die wohnungen im neubau sind provisionsfrei und infrastrukturell (u6 & u1 gut angebunden) jetzt anfragen. - wohntraum,688.4,39,1,1210
provisionsfreier erstbezug - energie sparen im neubau! u6 & u1 anbindung - jetzt anfragen - jetzt anfragen,928.8599999999999,63,2,1210
provisionsfreier erstbezug - energie sparen im neubau! u6 & u1 anbindung - jetzt anfragen. - wohntraum,1174.97,74,3,1210
projekt leo 131 hier können sie günstig und hochwertig wohnen! die wohnungen im neubau sind provisionsfrei und infrastrukturell (u6 & u1 gut angebunden) jetzt anfragen! - jetzt zuschlagen,748.15,44,1,1210
provisionsfreier erstbezug - energie sparen im neubau! u6 & u1 anbindung - jetzt anfragen! - jetzt zuschlagen,919.01,64,2,1210
provisionsfreier erstbezug - energie sparen im neubau! u6 & u1 anbindung - jetzt anfragen. - wohntraum,1175.59,75,3,1210
projekt leo 131 hier können sie günstig und hochwertig wohnen! die wohnungen im neubau sind provisionsfrei und infrastrukturell (u6 & u1 gut angebunden) jetzt anfragen. - wohntraum,899.2800000000001,63,2,1210
projekt leo 131 hier können sie günstig und hochwertig wohnen! die wohnungen im neubau sind provisionsfrei und infrastrukturell (u6 & u1 gut angebunden) jetzt anfragen - jetzt anfragen,879.92,51,2,1210
dachterrassen-maisonette - nähe freyung,2695,123,2,1010
***provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark***,1099,63,3,1210
click. book. live: vollmöbliertes single-studio für studenten/young professionals,960,17,1,1200
"*parkaussicht: frisch adpatierte, sofort bezugsfertige altbauwohnung; wg-eignung!*",899.58,76,2,1160
***spitzenwohnung mit terrasse und garage: wie erstbezug!!+++,699.6,51,1,1100
"neubauwohnung mit sommerloggia; grünblick, gartennutzung, sauna",849.99,58,2,1130
"sanierter schöner altbau: idealer grundriss, möblierte küche, wg-tauglich!++",849.8599999999999,66,2,1100
**erstbezug: wunderschön sanierte klassische altbauwohnung im servitenviertel***,1279.6799999999998,77,3,1090
dachgeschoß mit großer terrasse,1058,49,2,1120
"sehr schönes, topausgestattetes apartment",1045,56,2,1120
2-zimmer apartment in westlage mit wunderschönem ausblick!,790,50,2,1180
gartenseitige top-miete beim khleslplatz,1290,70,3,1120
"privisionfrei! südseitig 2,5-zi.-wohnung mit balkon nahe u4 und schloss schönbrunn",796.01,50,2,1120
neubau - gemütliche balkonwohnung - nähe millenium city - u6,749,44,2,1200
"neubau - gemütliche 1,5 zimmer-wohnung mit perfektem grundriss - nähe millenium city",649,36,1,1200
neubauprojekt - provisionsfreie balkonwohnung - u6 dresdner straße,749,42,2,1200
provisionsfrei! - große terrassenwohnung - nahe u6,1299,67,3,1200
"neubau - gemütliche 1,5 zimmer-wohnung mit perfektem grundriss - nähe millenium city",699,36,1,1200
provisionsfrei! - perfekt aufgeteilte balkonwohnung - nahe millenium city,799,46,2,1200
ruhig und mit morgensonne - josefsgasse ums eck,698.4,39,2,1080
"ruhig, grün und hietzinger platzl in kürze erreichbar...",597.37,49,2,1130
tolle 3er-wg-tauglichkeit nahe angeligasse,882,78,4,1100
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,819.42,46,2,1220
alles neu ihr wohntraum in frischer umgebung provisionsfrei + 2 monatsmieten geschenkt!,819.42,46,2,1220
renovierte wiener altbauwohnung in sehr guter lage im 9. bezirk,910,62,2,1090
neubauprojekt - provisionsfreie balkonwohnung - u6 dresdner straße,775,48,2,1200
2 zimmerwohnung in hochwertigem neubau an der lände zu vermieten,918.08,48,2,1030
laendyard - singlehit mit balkon,958.7700000000001,48,2,1030
sommeraktion - 1 monat mietzinsfrei - sofort beziehbar! wohngarten deine grüne oase in simmering! mit einbauküche! nähe u3 enkplatz! - jetzt zuschlagen,849.9599999999999,59,2,1110
aktion - 1 monat mietzinsfrei - ab sofort beziehbar! wohngarten - deine grüne oase in simmering! mit einbauküche nähe u3 enkplatz. - wohntraum,797.75,49,2,1110
aktion - 1 monat mietzinsfrei - sofort beziehbar! wohngarten deine grüne oase in simmering! mit einbauküche! nähe u3 enkplatz - jetzt anfragen,798.93,49,2,1110
aktion - 1 monat mietzinsfrei - sofort beziehbar! wohngarten deine grüne oase in simmering! mit einbauküche! nähe u3 enkplatz! - jetzt zuschlagen,798.14,48,2,1110
aktion - 1 monat mietzinsfrei - sofort beziehbar! wohngarten deine grüne oase in simmering! mit einbauküche! nähe u3 enkplatz - jetzt anfragen,898.51,59,1,1110
aktion - 1 monat mietzinsfrei - sofort beziehbar! wohngarten deine grüne oase in simmering! mit einbauküche! nähe u3 enkplatz - jetzt anfragen. - wohntraum,874.03,48,2,1110
