title,price,sqm,rooms,postcode,landlord
Am Wolfersberg: Tolle 3-Zimmerwohnung mit Loggia und Dachpool,1092,76,3,1140,Rudi Dräxler Immobilientreuhand GesmbH
neue 2-Zimmer-Wohnung im 14. Bezirk,844.8,44,2,1140,Privat
Mit Terrasse! Single-Hit ab sofort zu vermieten!,649,47,2,1100,Hofer Realitäten GmbH
NEUE WOHNUNGEN IM DACHGESCHOSS-ZUBAU MIT TERRASSE *ERSTBEZUG*,1435.6,63,2,1070,KAROS IMMOBILIENTREUHAND GMBH. & CO. KG
DG-Penthouse mit Blick über Wien - Erstbezug im Trendviertel Margareten!,1500,64,NA,1050,Wohnsalon Immobilien GmbH
IU - Schöne 2-Zimmer Wohnung mit Balkon,968.81,50,2,1030,EDEX Immobilien GmbH
Neubauhauptmiete KagranerplatzU1,698.06,55,2,1220,HWR Immobilienmanagement GmbH
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!,699,40,2,1200,EDEX Immobilien GmbH
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!,689,42,2,1200,EDEX Immobilien GmbH
1-Zimmer Souterrain Wohnung in Grünruhelage zu vermieten,537.13,42,NA,1130,Elsässer Immobilien
"DACHGESCHOSS, unbefristetes 61 m2 Dachgeschoss, Einzelwohnraum, Extraküche, 8 m2 Terrasse, klimatisiert, teilmöbliert",1479.22,61,1,1010,ROS Realitäten Vermittlung OEG
Sanierte 4-Zimmer Wohnung in 1190 Wien ab Februar 2023,1077.63,88,NA,1190,Raum Real Immobilien GmbH
"GRABEN-Nähe, topgepflegte 144 m2 Altbau mit 2 m2 Balkon, 4 Zimmer, Komplettküche, 2 Bäder, klimatisiert, Flügeltüren, Spiegelgasse",3474.84,144,4,1010,ROS Realitäten Vermittlung OEG
"SPIEGELGASSE, GRABEN-Nähe, topgepflegte 166 m2 Altbau mit 5 m2 Balkon, Wohnküche, 4 Zimmer, 2 Bäder, teilmöbliert, Flügeltüren",3990,166,5,1010,ROS Realitäten Vermittlung OEG
"TOP-CITY-LAGE, repräsentative 144 m2 Altbau mit 2 m2 Balkon, Wohnküche, 3 Zimmer, 2 Bäder, Flügeltüren, Spiegelgasse",3479.43,144,4,1010,ROS Realitäten Vermittlung OEG
Top 45 Terrasse | U3 Enkplatz | 2 Zimmer,610.01,36,2,1110,REALTRIA Immobilienentwicklungs & Beteiligungs GmbH
Schöne und klassische Altbauwohnung unweit des Palais Liechtenstein,825.99,61,2,1090,Brezina-Real
3-Zimmer- Balkonwohnung | Provisionsfrei | U1 Kagraner Platz | Top 12,1289,77,3,1220,EKAZENT Management GmbH
Wohnung 1170 Wien,965,73,3,1170,Privat
Moderne 2-Zimmer Wohnung mit Loggia in den Innenhof!,1019.56,54,2,1060,IMV Makler GmbH
"07., Schöne 2-Zimmer-Wohnung mit Balkon in bester Lage!",809.15,38,2,1070,IMV Makler GmbH
Wir suchen eine Mitbewohnerin - Studentin,680,83,3,1210,Privat
Großzügige 4-Zimmer-Wohnung nahe dem Roten Berg,1899,113,4,1130,Lorenz Real Construct Immobilien GmbH
Dachgarten19,1390,90,3,1190,Privat
Schön möblierte Wohnung mit Terrasse! Kurzzeitvermietung!,750,33,1,1100,Vivoreal Hausverwaltung GmbH
"ERSTBEZUG mit Balkon Wohnung, Single- oder Pärchenwohnung!",790,47,2,1230,Wohnsalon Immobilien GmbH
Ab Mai 2023 | Schöne und helle 2-Zimmer-Neubauwohnung (WE20106),719,46,2,1200,Mamont GmbH
Single & Studentenhit | Nähe U1 Kagraner Platz | Donauzentrum | ab sofort bezugsfertig | Top 21,628.99,40,1,1220,EKAZENT Management GmbH
Neuwertige 2-Zimmer-Wohnung Nähe Hauptbahnhof (U1) zu vermieten!,750,55,2,1100,Gewerblicher Anbieter
1090! Freundliche 2-Zimmer Wohnung nahe Universität und Schottentor!,999.79,67,2,1090,Steindl & Herzel Immobilien OG
3 Zimmerwohnung mit Balkon,1429,71,3,1190,DAX IMMO e.U.
LUXURIÖSE ARCHITEKTEN-DACHGESCHOSS-WOHNUNG MIT 2 DACHTERRASSEN,3988.29,214,3,1150,Savoir Vivre Makler GmbH
Neubau mit Loggia und guter Anbindung,799.39,51,2,1220,Privat
"Urbanes Leben im 27.OG! Besonderes Apartment im Helio Tower mit grandiosem Ausblick, effizienten Lifestyle-Lösungen & Turm-Goodies zu mieten",998,48,2,1030,APF Interfinance Beratungs GmbH&Co KG
"5-Zimmerwohnung für höchste Ansprüche, mit 2 Balkonen und Grünblick",1520,100,5,1210,Gewerblicher Anbieter
"CHARMANTE 3-ZIMMER WOHNUNG - AUCH BÜRO, PRAXISn WG-TAUGLICH - SIMMERING - NÄHE U3",841.13,96,3,1110,Parthenon GmbH
"CHARMANTE 3-Zimmer-Wohnung in der KUNDMANNGASSE, zentrale Lage",1085.59,109,3,1030,Parthenon GmbH
TRAUMHAFTE - 2 ZIMMER WOHNUNG - NEUSTIFTGASSE - 1070 BEZIRK,561.46,38,2,1070,Parthenon GmbH
Wohnung zu vermieten,800,65,2,1140,Privat
"- miet-me - Balkonwohnung am Liesingbach, in Bahnhofsnähe",999.06,78,3,1230,UNI - Real Estate GmbH
Erstbezug nach Sanierung - 4 Zimmer Wohnung direkt am Wallensteinplatz,1864.19,132,4,1200,VEST Immobilien
wunderschöne helle Wohnung,1200,85,3,1200,Privat
*** WG GEEIGNET *** SONNIG *** BALKON *** GROSSE KÜCHE MIT ESSPLATZ ***,990,83,2,1190,TREND Immobilien
"Nähe Hauptbahnhof: Ruhig, ideal für Studenten!",576.83,68,2,1100,Prima Immobilien GmbH
Familienhit od. WG od. Arbeiterwohnung,1300,90,4,1100,Privat
Ideal aufgeteilte 2-Zimmer Wohnung mit separater Küche in 1050,899.36,69,2,1050,Moritz Immobilientreuhand GmbH
2 Zimmer - Dachgeschoßwohnung mit Dachterrasse und Balkon - Nähe Friedensbrücke - Donaukanal,950.4,70,2,1200,Paul & Partner Immobilien. Investments.
ERSTBEZUG!!Charmante 2 Zimmerwohnung in Top Lage,671.92,41,2,1100,Kuhn Immobilien GmbH
Gepflegte 2 Zimmer - 5 Minuten zu U1-Keplerplatz,695,62,2,1100,engelreal immobilien gmbh
Gut aufgeteilte 3 Zimmer - 5 Minuten zu U1-Keplerplatz,895,78,3,1100,engelreal immobilien gmbh
Erstbezug 4 Zimmer Neubau provisionsfrei Nähe Mariahilferstraße + Balkon / WG geeignet,1245,74,4,1060,Privat
#SQ TOP SANIERTE 2 ZIMMER WOHNUNG NAHE BACHERPARK,849.72,54,2,1050,STADTQUARTIER Home
Top ausgestattetes 65m² Büro mit Blick auf die Oper,1547,65,2,1010,TEGEA Real Estate GmbH
Provisionsfreie Gartenwohnung Neustift am Walde,1150,60,2,1190,Privat
traumhafte Wohnung mit Balkon Nähe Biberhaufenweg zu vermieten,811.21,46,2,1220,Hofer Realitäten GmbH
"Wunderschöne neu eingerichtete, voll möblierte Wohnung mit großem Balkon und Loggia inkl. Klimaanlage und TV",1150,75,2,1150,Privat
Gemütliche 2-Zimmerwohnung am Botanischen Garten - PROVISIONSFREI,1150,71,2,1030,Privat
2er WG geeignet ! GROßZÜGIGE HELLE 2 ZIMMER WOHNUNG - TOLLE RAUMAUFTEILUNG - NÄHE JOHNSTRASSE,710,52,2,1140,Haus-Frau
Traumhafte Altbauwohnung in idealer Lage,1178.54,103,3,1030,Privat
SCHÖNE KLEINWOHNUNG - PROVISIONSFREI - im 19. Bezirk - Pantzergasse,649,43,2,1190,Privat
IU - Helle 2-Zimmer Wohnung mit Balkon,979.45,53,2,1030,EDEX Immobilien GmbH
Heureka! Wunderbar renovierte 4-Zimmerwohnung mit Hobbyraum,1166,70,3,1130,Klein & Partner Immobilien GmbH
Entzückende 2 Zimmer Wohnung mit Terrasse und kleinem Garten - absolute Top Ruhelage!,799.17,52,2,1220,MF Immobilien Consulting GmbH
Direktvergabe Gemeindewohnung 1150 Wien,381.5,51,2,1150,Privat
"Grandiose Dachgeschoß-Maisonette, Dachterrasse, Fernblick, zwei Tiefparkgaragenplätze",1860,125,5,1230,Privat
Traumhafte und geräumige Familienwohnung mit schönem Garten in toller Lage zu vermieten!,2687.31,246,6,1230,Moritz Immobilientreuhand GmbH
2 Zimmer Wohnung Ottakring,676.5,45,2,1160,Privat
Moderne Wohnung in TOP Lage - PROVISIONSFREI,768,40,2,1120,Gewerblicher Anbieter
NÄCHST REUMANNPLATZ!,549.78,50,2,1100,Pawlowski Immobilien e.U.
"3er WG in heller Altbauwohnung, Schlachthausgasse 12/12",1646,115,3,1030,Privat
2-ZIMMER-NEUBAU MIT EINBAUKÜCHE!!!,869.96,67,2,1100,KAROS IMMOBILIENTREUHAND GMBH. & CO. KG
Geräumige 2-Zimmer Wohnung,635,75,2,1200,Privat
Wohnen bei Schönbrunn mit exzellenter Verkehrsanbindung PROVISIONSFREI - BITTE KEINE MAKLER!,1065,71,3,1120,Privat
GERÄUMIGE 2-ZIMMER-WOHNUNG,1497.03,92,2,1090,Polke & Partner Immobilientreuhand
Pärchen-Hit - 2 Zimmer Wohnung Nähe U4 Meidlinger Hauptstraße,890,73,2,1120,Hepic Immobilien GmbH
"Privat! Ruhige 2 Zi. -Gartenwohnung in sehr guter Lage, voll möbliert",894,52,2,1150,Privat
"Grosse, sonnige Altbauwohnung Zwischenmiete",1199,110,3,1040,Privat
"Mietwohnung in 1050 Wien, Arbeitergasse",930,85,3,1050,Privat
Preiswerte Fußbodenheizung mit Niedrigenergie,800,51,2,1220,Privat
Helle 2 Zi-Wohnung Nähe U-Bahn Meidling wird unbefristet vermietet!,999,76,2,1120,Stibi Immobilien GmbH
3 Zimmer-Wohnung mit 2 Balkonen in ruhger Seitenstraße Nähe Rudolfstiftung (Mietbeginn: 1. April 2023),1338.16,73,3,1030,Raiffeisen Immobilien Vermittlung Ges.m.b.H.
"Provisionsfrei! Nähe U4 Braunschweiggasse! Sonnige, ruhige 3 Zimmer Wohnung, WG-geeignet",1100,78,3,1140,Privat
( Die Letzte ein woche) Direktvergabe 2 Zimmer Gemeindewohnung VMS 31.12.2022,557,54,2,1120,Privat
"Mietwohnung / Wien Penzing (Höhe Ameisgasse) ""Provisionsfrei""!",750,56,2,1140,Privat
Gepflegte Villenetage mit Terrasse in wunderschöner Jugendstilvilla Nähe Roter Berg und Schönbrunn,3510.1,270,5,1130,"I.E.T. Immobilien, Dr. Veronika Gschwentner"
3-Zimmer Mietwohnung in 1160 Wien,886.39,75,3,1160,JuNi Immobilien GmbH
4 Zimmer in1180 Wien Gersthof - keine WG,1490.5,106,4,1180,Lexerimmo.at GmbH
"Schöne Wohnung im 19. Bezirk, vollmöbliert, Privatvermietung per sofort bezugsfähig",560,36,1,1190,Privat
"Erstbezug, neue Wärmepumpe - Schöne Wohnung mit Garten - Erstbezug/U6/Nähe EURO PLAZA",1047.31,55,2,1120,Mag. Andrea Jäger
Nachmieter gesucht für 3-Zimmer-Wohnung,956,65,3,1150,Privat
Große 2 Zimmer Dachgeschoßwohnung im 11. Bezirk,596.42,67,2,1110,Privat
WAHNSINN: Provisionsfreie 2-Zimmer-Wohnung mit DREI Dachterrassen! Erstbezug! Ab Dezember!,820,41,2,1220,OPTIN Immobilien GmbH
Traumhafter Erstbezug: PROVISIONSFREI | 2 Zimmer | Kochnische | Badewanne | Abstellraum | U-Bahn,928.98,53,2,1210,OPTIN Immobilien GmbH
Ausrichtung in ruhigen Innenhof - möbliert!,599,38,1,1150,Frank Immobilien GmbH
"1 MONAT MIETFREI! U2, 2 Zimmer, 46m2, KÜCHE, LOGGIA, 662 EUR",662.88,45,2,1220,Frantz Immobilien
"********UNBEFRISTET ZU MIETEN, SCHÖNE 2-ZIMMERWOHNUNG, NEUE EINBAUKÜCHE",730.02,63,2,1160,IMMOBILIEN KOHLERT OG
52m2 TERRASSE DIREKT BEIM HAUPTBAHNHOF,1449,74,3,1100,Aurora Real GmbH
"Moderne 2-Zimmer-Wohnung im zentralen, dritten Bezirk Wiens! Erstbezug! Mit Balkon!",879.99,49,2,1030,OPTIN Immobilien GmbH
"Altbauwohnung mit Terrasse in schöner Jahrhundertwendevilla, KEIN LIFT",1791.09,122,4,1190,Realkanzlei Mayerl - Pächterin Eva Krulis GmbH
"""kuschelig im döblingerreich!""",590,36,1,1190,RE/MAX Donau-City-Immobilien
ERSTBEZUG NACH GENERALSANIERUNG! Traumlage Lindengasse nahe SPITTELBERG!,1895,101,3,1070,Hubner Immobilien
* Entzückender Pärchenhit *,818.88,51,2,1200,Conzeptio Immobilien GmbH
Altbauwohnung in schöner und zentraler Lage,2500,70,2,1010,Avantgarde Properties GmbH
LUXUSDACHTERRASSENWOHNUNG AM ROCHUSMARKT !,6030.08,345,7,1030,Realkanzlei Dr.Wirth GmbH
ALTBAUWOHNUNG AM ROCHUSMARKT !,1803.77,145,4,1030,Realkanzlei Dr.Wirth GmbH
Penthouse-Wohnung mit Dachterrasse  Nähe Türkenschanzpark  Provisionsfrei,1699.74,70,3,1180,Venture Property Holding GmbH
Neubauwohnung Sonnbergplatz,1297.13,90,3,1190,Privat
Ruhige 2-Zimmer-Wohnung mit Gartenterrasse Nähe U4,839.43,46,2,1140,"I.E.T. Immobilien, Dr. Veronika Gschwentner"
MIETWOHNUNG NÄHE SCHWEIZERGARTEN / RENNWEG,778.24,70,3,1030,Realkanzlei Dr.Wirth GmbH
TOP-moderne Neubauwohnung in ruhiger Lage,1846,96,3,1090,Hubner Immobilien
"Wohnung Wien 2,5 Zimmer mit Möbeln",500,58,2,1100,Privat
KARLSPLATZ - 4 ZIMMER - UNBEFRISTET,2440.98,142,4,1010,BE Real Immobilien GmbH
"Schöne, möblierte Altbauwohnung mit Terrasse!",1541.81,67,2,1050,Immoservice JMP GmbH
unbefristete ruhige 3 Zimmer-Altbauwohnung in toller Lage! Wohllebengasse,2479.28,160,3,1040,Mittelsmann Philipp Sulek GmbH
HOFRUHELAGE: Maisonette mit Balkon und Terrasse/Garten im Neubau,2199,110,4,1050,Immovent GmbH
Erstbezug - Altbauwohnung,3499.1,157,5,1010,Realkanzlei Mayerl - Pächterin Eva Krulis GmbH
Wohnung zu vermieten,1000,78,3,1120,Privat
Studentenzimmer in Top Lage,499,20,1,1180,Privat
Nette 2-Zimmerwohnung in 1030 Wien ohne Personenaufzug zu vermieten,957.15,67,2,1030,Moritz Immobilientreuhand GmbH
Wohnlich sanierte 3-Zimmerwohnung Mitten im 3. Bezirk zu vermieten! 2er STUDENTENWOHNUNG,1410.47,100,3,1030,Moritz Immobilientreuhand GmbH
"Gemütliche 2,5-Zimmerwohnung ohne Personenaufzug in 1030 Wien zu vermieten",1111.87,77,2,1030,Moritz Immobilientreuhand GmbH
Mühevoll sanierte 2-Zimmerwohnung in 1030 Wien ohne Personenaufzug zu vermieten,1065.07,71,2,1030,Moritz Immobilientreuhand GmbH
1. Monat mietfrei & provisionsfrei - ohne Makler besichtigen & online mieten | 2 Zimmer Erstbezugswohnung mit Freifläche,796.97,50,2,1110,trovato GmbH
1. Monat mietfrei & provisionsfrei - ohne Makler besichtigen & online mieten | 2 Zimmer Erstbezugswohnung mit Freifläche,775,52,2,1110,trovato GmbH
PERFEKT für ZWEI + Hofgebäude + Maisonette + TERRASSE + nächst Semmelweisklinik!,1162.02,84,2,1180,Hacker & Partner GesmbH
THE FIZZ Brigittenau,1012,20,1,1200,International Campus Austria GmbH
"neue 3-ZImmer-Wohnung im 14. Bezirk, auch für WG",1292.5,65,3,1140,Privat
Designer Apartment in Wien Meidling zur Kurzzeitmiete. Ab sofort beziehbar!,1770,29,1,1120,DAREBELL Living GmbH
provisionsfreie Altbauwohnung Graf-Starhemberggasse,800,72,2,1040,Privat
SONNIGE Garconniere!,648.8,45,1,1120,Pawlowski Immobilien e.U.
#SQ ERSTBEZUG! TOP 2 ZIMMER WOHNUNG NAHE BACHERPARK,749.85,46,2,1050,STADTQUARTIER Home
"Zwei-Zimmerwohnung nähe U6/U4 Station, optimale Verkehrsanbindung",816.04,48,2,1120,IMV Makler GmbH
Moderne 3-Zimmer Mietwohnung mit großem Balkon,1364.24,84,3,1220,IMV Makler GmbH
Geräumige 2 Zimmer Wohnung - Bahnhof Meidling um´s Eck!,674.01,63,2,1120,IMV Makler GmbH
Generalsanierte Dachgeschoss Wohnung mit Terrasse nahe Herrengasse in 1010 Wien zu vermieten!,1495.07,71,2,1010,Moritz Immobilientreuhand GmbH
"Wunderschöne, moderne, sonnendurchflutete 2-Zimmer Wohnung",891.82,46,2,1030,Privat
Große 2 Zimmer Altbauwohnung in Ruhelage Nähe Josefstädterstraße / Pfeilgasse,960,83,2,1080,Gila Deutsch Immobilien
"12, Baumwipfelblick über Park, Balkon",1199.5,90,3,1120,Penta Realitätenvermittlungs GmbH
Feels like home,900,53,2,1050,Privat
WG tauglich: 3-Zimmer Wohnung in ruhiger Lage privat zu vermieten,884,72,3,1180,Privat
Erstbezug Provisionsfrei,1100,53,2,1140,Privat
2-Zimmer Genossenschaftswohnung ab 1.3.2023,526,45,2,1210,Privat
CHARMANTE ALTBAUWOHNUNG - KOMPLETT AUSGESTATTET,799,53,2,1050,NOVEL REAL
Möblierte Maisonette Dachgeschoßwohnung mit Dachterrasse nahe des Börseplatzes,7500,188,3,1010,NOVEL REAL
Gepflegte 3 Zimmerwohnung mit perfekter öffentlicher Verkehrsanbindung,1100,80,3,1100,NOVEL REAL
SANIERTE ZWEI ZIMMER DACHGESCHOSS WOHNUNG,1271.73,77,2,1090,NOVEL REAL
Südlich ausgerichtete 2 Zimmer Wohnung,823.27,50,2,1090,NOVEL REAL
Helle 2-Zimmer-Miete - Mitten im 14ten!,727.25,55,2,1140,RE/MAX Donau-City-Immobilien
Dachterassen-Traum,1856.12,96,3,1140,Privat
"Zweizimmer-Wohnung mit Loggia, Pool und Tiefgaragenparkplatz in Ruhelage",940,55,2,1110,Privat
Neubau - Super schöne 2-Zimmer-Wohnung - Alles Inklusive!,925.99,67,2,1100,Bieber Immobilien GmbH
Neubau - Wunderschöne 2-Zimmer-Wohnung - Alles Inklusive! Nähe Waldmüllerpark,925.99,67,2,1100,Bieber Immobilien GmbH
Herrlicher Ausblick - 2-Zimmer-Wohnung - Neubau - Alles Inklusive!,923.71,62,2,1100,Bieber Immobilien GmbH
Urlaub auf der eigenen Terrasse!,899.84,63,2,1150,ViennaEstate Makler GmbH
Ruhige 3 Zimmerbalkonwohnung in Rodaun,849,68,3,1230,Steinhoff Immobilien Christian Steinhoff e.U.
"LINDENGASSE - 4,5 ZIMMER - BALKON",2264.5,174,4,1070,BE Real Immobilien GmbH
Ideale 2 Zimmer WG taugliche Wohnung in zentraler Lage zu mieten,800,60,2,1230,4M Immobilien&Consulting GmbH & Co KG
3-Zimmer Wohnung im 10. Bezirk nahe U1 Keplerplatz zu vermieten,1045.21,77,3,1100,Moritz Immobilientreuhand GmbH
Sonniges Zimmer in 2er WG ab Februar/ März,391.97,22,1,1150,Privat
2 ZIMMER MIT 10m2 BALKON UND NUR 100 METER ZUR STRASSENBAHN,803,50,2,1220,Aurora Real GmbH
1 MONAT MIETFREI - Wohntraum Forsthausgasse im 20. Bezirk!,805,43,2,1200,Immocity Real Estate GmbH
Dachgeschoß PROVISIONSFREI,1645,76,NA,1050,Privat
"Energieeffiziente Wohnung in Ruhelag; ideal für Familien, Paare, Singles und Senioren",1420.19,84,3,1120,Privat
ruhige 2 Zimmer Wohnung   generalsaniert   unbefristet  provisionsfrei,455.97,41,2,1100,Privat
Balkonwohnung! Helle 2 Zimmer Wohnung in Grünlage & Nähe Auhof Center!,749.99,50,2,1140,DOMO Gebäudeverwaltungs- und Realitätengesellschaft m.b.H.
"Sonnendurchflutete 3-Zimmer-Wohnung, 63 m2 / Balkon, 2. Lift-Stock   Erstbezug",1136,63,3,1120,Privat
Moderne Neubauwohnung mit Loggia - Fernwärme - 4.OG - Nähe Bahnhof Meidling,1247,80,3,1120,Hubner Immobilien
2-Zimmerwohnung in sehr Toplage,724,41,2,1050,Immovent GmbH
Neubauwohnung mit Terrasse in Ruhelage,2998.95,130,4,1190,Realkanzlei Mayerl - Pächterin Eva Krulis GmbH
provisionsfrei! 180m² elegantes 6Zi. Altbau-Wohnbüro o. Kanzlei m. Marmorkamin erweiterbar - 565m²,4500,180,6,1010,Hausverwaltung 123
1 Zimmer Gemeindewohnung mit 42m² in 1030 - Direktvergabe,416,42,1,1030,Privat
Nähe U2 Donauspital! Gemütliche 2 Zimmer (Studenten-) Wohnung mit Balkon,712,48,2,1220,Wallisch + Partner Immobilien GmbH
Dachgeschoßterrassenwohnung,750,53,2,1100,HWR Immobilienmanagement GmbH
PÄRCHENGLÜCK MIT PARKBLICK!!!,782.01,54,2,1100,KAROS IMMOBILIENTREUHAND GMBH. & CO. KG
BEIM AUGARTEN: UNBEFRISTETE ALTBAUWOHNUNG IN OSTLAGE,1126.18,77,3,1020,RealBuero Sabine Steinecker
2-ZIMMER-WOHNUNG MIT EINBAUKÜCHE!!!,974.26,67,2,1100,KAROS IMMOBILIENTREUHAND GMBH. & CO. KG
"4 Zimmer Dachgeschoß-Maisonette in bester Lage - Modenapark, Salesianergasse",2498.99,124,4,1030,equilibria Immobilienmanagement GmbH & Co KG
HIER WERDEN SIE SICH WOHLFÜHLEN! 2 Zimmer - mit Balkon - modernste Ausstattung - AB SOFORT,778.22,42,2,1210,Schantl ITH Immobilientreuhand GmbH
"PROVISIONSFREIER 2-Zimmer ERSTBEZUG mit GARAGE, KLIMA und LOGGIA",990,60,2,1110,Privat
Provisionsfrei! Neubauwohnung - Erstbezug - Nähe Kagraner Platz,600.6,40,1,1220,Gewerblicher Anbieter
Provisionsfrei - Erstbezug - Nähe Kagraner Platz,916.3,60,3,1220,Gewerblicher Anbieter
"Helle, ruhige Altbauwohnung in Zentrumsnähe",780,65,2,1030,Privat
"NÄHE BRIGITTAPLATZ: GEMÜTLICHE 1,5-ZIMMER-WOHNUNG, ca. 42qm",612.75,42,1,1200,PAUMGARTNER-ECCLI IMMOBILIEN
Wunderschöne Dachterrassenwohnung am Leopoldauerplatz,1660,93,2,1210,Privat
MÖBLIERTE ALTBAUMIETE MIT BALKON,2549.69,117,3,1030,Dr. Alexandra Gabriel Realitätenvermittlungs GesmbH
Moderner Wohnflair mit Balkon in Top-Wohngegend,939.85,47,2,1080,Immovent GmbH
Elegante Altbauwohnung mit modernem Wohnkomfort (2er-WG geeignet),1148.9,78,3,1080,Immovent GmbH
3-Zimmer Wohnung mit Loggia in 1170 Wien (Finanzierungsbeitrag),1142.84,84,3,1170,WBV-GFW  Gemeinnützige Gesellschaft m.b.H.
Beim Beethoven-Museum: 4-Zimmer-Wohnung in Grünruhelage,2157.04,125,4,1190,Dr. Funk Immobilien GmbH & Co KG
Provisionsfreie Wohnung,560,32,1,1170,Privat
"Hochwertige DG Maisonette mit ca. 30m2 Balkon/ Terrasse inkl. Garage, Ruhige Innenhoflage; von Privat; Keine Makler!",2690,102,4,1180,Privat
Ruhig und Hell - Sanierte 2 Zimmer Wohnung (WG -geeignet),754.7,70,2,1160,Delta Domus OG
Wunderschöne 2 Zimmer Dachgeschosswohnung in bester Lage,1325.71,62,2,1030,Kuhn Immobilien GmbH
4 Zimmer Altbau Wohnung in Wien Meidling ab sofort zu mieten!,1003.2,95,4,1120,FairIn OG
zwei Zimmerwohnung in super Lage,736.08,62,2,1180,Realkanzlei Mayerl - Pächterin Eva Krulis GmbH
Unbefristet! Helle 3-Zimmer Wohnung im 18. Bezirk,1590,117,3,1180,Scholz Immobilien Management GmbH
Laudongasse: Hofseitig und ruhig im 5. OG!!! Südseitiger 5m² - Balkon,939.85,50,2,1080,Hubner Immobilien
Tolle Wohnung mit uneinsehbarer Terasse Wasser und Heizkosten inkludiert!,920,55,2,1100,Immobilien SchnürNfg.Czernilofsky&HuberGmbH
"SCHUBERTPARK, TESCHNERGASSE, gepflegte 69 m2 Neubau, 2 Zimmer, Komplettküche, Wannenbad, Parketten, Fernblick",1137.09,69,2,1180,ROS Realitäten Vermittlung OEG
PERFEKTER GRUNDRISS: Provisionsfrei | 2 Zimmer | Wohnküche | Abstellraum | WC getrennt | Balkon,828.99,48,2,1210,OPTIN Immobilien GmbH
Dachgeschosswohnung mit Parkblick,713,48,2,1130,Szabo Immobilien
Unbefristet: Schöne 2-Zimmer-Wohnung nähe Ottakring,818.92,67,2,1160,EDEX Immobilien GmbH
PROVISIONSFREI: Wunderschöne 2-Zimmer-Wohnung mit angenehmer Kochnische! Erstbezug in top Lage!,974.99,52,2,1210,OPTIN Immobilien GmbH
Wir geben Ihren Träumen ein Zuhause! Moderner Erstbezug in der grünen Oase Simmerings,1305,76,2,1110,RE/MAX Emotion
Provisionsfrei - Ruhige 3 Zimmer Wohnung mit Sauna,1490,106,3,1060,Gewerblicher Anbieter
Traumhafte zwei Zimmer Wohnung im Cottageviertel!,1300,71,2,1190,Coricon Properties
3.Liftstock - Schnell sein! Mitten im Geschehen! Traumhafte Altbauwohnung + Beste Raumaufteilung + Ideale Infrastruktur + Fairer Preis!,899.36,68,3,1100,Schantl ITH Immobilientreuhand GmbH
"1160 Wien, Menzelgasse - 3 - Zimmer - Wohnung zu vermieten",745.23,71,3,1160,Novak Immobilienmakler GmbH Nachfolge OG
schöne 3 Zimmer ALTBAUWOHNUN - Nähe U2,839,83,3,1220,ERHO Immobilien
Mietwohnung,800,55,2,1100,AVI Allfinanz Vorsorge Immobilien GmbH
2-Zimmer BALKON - MIETWOHNUNG NÄHE U4 UND LAINZER TIERGARTEN,857.09,55,2,1130,Raiffeisen Immobilien Vermittlung Ges.m.b.H.
Living Belvedere - Die neue Form der WG,430,80,6,1030,SGD-Living GmbH
Freundliche 3-Zimmer-Wohnung - WG-geeignet!,999,71,3,1150,IFIN Immobilien GmbH
Geibelgasse - 2 Zimmer DG-Wohnung zu vermieten,842.85,67,2,1150,BRI Immobilienmakler GmbH
Schöne 3-Zimmer Wohnung im Stilaltbau | Nähe U3 Wien Mitte,1596.4,110,3,1030,lage eins GmbH
Gemütliche 2-Zimmer-Wohnung mit Loggia ab Februar 2023 in 1220 Wien zu vermieten!,684.8,60,2,1220,Leitner Real Immobilientreuhand Ges.m.b.H.
°°° Loft - Büro - Studio °°°,2200.01,188,2,1040,Raiffeisen Immobilien Vermittlung Ges.m.b.H.
EINFACH WOHLFÜHLEN IN DEINEM ZUHAUSE! in bester Lage und toller Ausstattung - ab SOFORT,776.47,35,2,1040,Schantl ITH Immobilientreuhand GmbH
"sonnige, unbefristete Mietwohnung I WG-geeignet",930.78,86,4,1100,vienna immobilien
Villenetage helle und ruhige Dachterrassenwohnung,1690,122,5,1190,Stubenvoll Immobilien
NEUBAU- Ruhelage mit Fernsicht - niedrige Heizkosten - provisionsfrei,898,50,2,1220,Ing. Eugen Friedl KG
MARIAHILF WG-EIGNUNG ZWEI ZIMMERWOHNUNG MIT BALKON UND RIESIGER ESSKÜCHE IN ZENTRALER RUHELAGE,890,71,2,1060,Immobilien Rupert Graser
2-ZIMMER-GRÜNBLICK IN PARKLAGE!!!,788.85,54,2,1100,KAROS IMMOBILIENTREUHAND GMBH. & CO. KG
1 Zimmer Wohnung Hofseitig sofort verfügbar,510,30,1,1120,Fazli Topak Immobilien e.U.
Smart Living! 2-Zimmer-Wohnung mit 4m² Balkon!!! Hofseitig und ruhig!,768.02,40,2,1160,Hubner Immobilien
"Hofseitige 2,5-Zimmer-Terrassenwohnung mit Garten im Cottageviertel",1100.01,77,2,1180,EDEX Immobilien GmbH
HELLE und ZENTRAL GELEGENE Wohnung im 3. Bezirk - INKLUSIVE PKW-Stellplatz!,1398.88,84,2,1030,Thurner Realitäten GmbH
